for half,-6.507277712385012
half an,-1.329135947279942
an hour,-1.8055527913603908
hour </s>,-0.6337237600891445
to spend,-2.4532963885193944
spend more,-2.132085275165258
dollars for,-3.923386764078461
for a,-1.8251464852607922
hamburger </s>,-0.5389965007326869
the two,-7.020190708311925
two barbecue,-4.382026634673881
barbecue restaurants,-2.772588722239781
restaurants you,-4.345967584858179
you listed,-6.326149473155099
listed </s>,-1.0986122886681098
me about,-1.191124661848087
about everett,-7.053585727193677
everett and,0.0
and jones,-4.718498871295094
jones barbecue,0.0
barbecue flint's,-3.4657359027997265
flint's barbecue,0.0
barbecue and,-3.4657359027997265
and the,-3.109060958860994
the thai,-4.455241350850389
thai barbecue,-2.5466840094842436
barbecue please,-3.4657359027997265
please </s>,-0.5991182309116689
<s> where's,-6.751686093332248
where's the,-0.6931471805599453
the best,-3.6528948783254513
best place,-2.512305623976115
place to,-1.875141078167106
get soup,-3.970291913552122
soup in,-1.791759469228055
in berkeley,-1.2752061547187399
berkeley </s>,-0.3049238788862869
berkeley for,-4.356708826689592
for lunch,-1.7710792639905162
lunch for,-4.182050142641207
for under,-5.120983351265121
under ten,-1.148622709242771
dollars with,-6.56244409369372
with a,-1.8870696490323797
a ten,-6.263398262591624
ten minute,-5.8111409929767
minute walk,-1.2992829841302609
walk </s>,-1.318240897874875
<s> what,-3.6249255573718533
what types,-4.973279507552487
types of,-0.2876820724517809
of food,-1.634387231482049
food do,-4.733803237668541
do you,-0.3051497654921718
you understand,-4.716711560720999
understand </s>,-1.466337068793427
want indian,-4.1705337005796475
indian food,-0.5331825308672671
food and,-4.040656057108595
i have,-3.2523822367580433
have chuck's,-6.61472560020376
chuck's car,0.0
car so,-0.9473813189441862
so i,-1.2729656758128873
i can,-3.5036966650389494
can drive,-4.169981976427721
drive in,-3.295836866004329
in but,-5.948034989180646
but i,-1.1939224684724346
i only,-5.5366181910838925
only want,-1.8152899666382492
to drive,-5.419428192297095
drive for,-2.6026896854443837
for ten,-4.109382439586641
ten minutes,-1.441693140509679
minutes and,-4.287028906051602
to pay,-4.438598939285368
pay five,-4.0943445622221
five dollars,-0.9890500861565834
dollars </s>,-0.2380851313124088
what about,-1.2719775334399934
the indian,-5.2284312390838705
indian cafe,-5.278114659230518
cafe can,-5.017279836814924
can you,-0.9742285689803742
you give,-2.151762203259462
give me,-0.015831465216680628
me information,-2.9412114346755738
information about,-0.5536810524156082
about that,-4.568679077405676
that </s>,-2.343828051528095
about pasand's,-7.053585727193677
pasand's </s>,-0.6931471805599453
about moe's,-7.053585727193677
moe's burgers,0.0
burgers </s>,0.0
<s> a,-5.68697535633982
a cheap,-3.3189592834251833
cheap restaurant,-2.578838469622204
restaurant near,-4.432138676101229
near by,-2.174751721484161
by that,-3.4657359027997265
that serves,-2.649209701079277
serves meat,-3.1354942159291497
meat </s>,-1.0986122886681098
<s> like,-5.620283981841148
eat pork,-6.7226297948554485
pork or,0.0
or beef,-5.081404364984463
beef </s>,-0.2876820724517809
<s> bacon,-8.361124005766348
bacon and,0.0
and eggs,-5.123963979403259
eggs or,-1.791759469228055
or breakfast,-5.081404364984463
breakfast </s>,-0.38776553100876343
<s> more,-6.569364536538294
more information,-1.4788578254441582
about addison,-7.053585727193677
addison annex,0.0
annex </s>,-0.5108256237659907
<s> yeah,-7.1083610372709805
yeah i'd,-0.5596157879354228
go out,-2.6598480992843325
out for,-0.6931471805599453
for some,-4.022371062597012
some thai,-2.6461747973841225
thai food,-0.7747271675523681
food not,-5.185788361411598
not too,-2.249475267680097
too expensive,-1.4816045409242156
expensive </s>,-0.9501922835498364
<s> how,-3.9067767095128407
how about,-0.48609484250827356
about six,-5.107675578138363
six p__m,-2.9704144655697013
<s> make,-7.2625117170982385
make it,-1.2396908869280152
it walking,-5.860786223465865
walking distance,-0.2344007058388443
distance </s>,-1.2269217373114807
barbecue place,-3.4657359027997265
place </s>,-1.5141277326297755
yeah i'm,-1.9459101490553135
i'm looking,-1.077747150204148
looking for,0.0
a vegetarian,-3.8210512272224193
vegetarian place,-4.663439094112067
place that's,-3.0647251450409425
that's open,-2.833213344056216
open on,-1.2339536365378718
on wednesday,-2.672231103297257
wednesday </s>,-0.3422862064866327
<s> i'll,-6.0097487486028704
i'll i'll,-3.258096538021482
i'll spend,-1.6486586255873816
spend a,-2.9097898437532663
a lot,-3.7784916128036232
lot of,-0.1670540846631662
of money,-2.856059612907386
money this,-4.430816798843313
this time,-3.144152278672264
time </s>,-0.7576857016975165
<s> doesn't,-5.758434320321965
doesn't matter,-0.13254665596198315
matter how,-3.1166848839716534
how far,-2.316769727986002
far </s>,-1.1293839473348632
the long,-5.4107527958778245
long life,-0.7801585575495751
life vegi,-0.1670540846631662
vegi house,-0.5978370007556204
house </s>,-0.6390799592896695
i would,-1.3455869863487437
would like,-0.1123291849739196
eat american,-4.014579593753238
american food,-0.5344572282992678
food or,-5.522260598032811
or mexican,-4.388257184424518
mexican food,-0.5283919474838898
food </s>,-0.39117915086068783
lunch today,-2.7549337870010606
today </s>,-0.2173012756899814
to have,-2.015456883752214
have lunch,-2.487591215158669
lunch </s>,-0.5357303029460658
money so,-4.430816798843313
so something,-4.605170185988091
something fairly,-4.553876891600541
fairly cheap,-0.5596157879354228
cheap would,-3.8781214537524646
be good,-3.5449041023283305
good </s>,-1.9075912847531766
i wanna,-3.189581335519013
wanna eat,-1.661884387806643
eat someplace,-6.7226297948554485
someplace that's,-1.0986122886681098
that's close,-3.9318256327243257
close to,-0.5423242908253616
to i__c__s__i,-4.813292388726779
i__c__s__i </s>,-0.1811793522151776
eat italian,-4.014579593753238
italian </s>,-2.4849066497880004
mind spending,-2.995732273553991
spending a,-1.252762968495368
money but,-4.430816798843313
don't wanna,-2.6842395524084917
wanna go,-1.5187835441659694
go someplace,-6.186208623900494
someplace cheap,-1.0986122886681098
cheap i,-3.8781214537524646
i guess,-5.737288886546044
guess middle,-2.3025850929940455
middle range,-3.0910424533583156
range would,-2.772588722239781
mind having,-2.995732273553991
having to,-2.4849066497880004
drive someplace,-3.295836866004329
someplace doesn't,-1.0986122886681098
doesn't have,-3.367295829986474
have to,-3.39584977533556
to be,-3.729947572189458
be close,-3.5449041023283305
i need,-4.500526259397117
need to,-1.0459685551826876
to find,-4.3489867805956814
find a,-0.8586616190375187
a place,-3.2429733764472615
eat for,-5.336335433735558
for next,-6.507277712385012
next saturday,-1.791759469228055
saturday </s>,-0.7121953755306398
italian food,-0.790310929013593
or american,-3.982792076316353
food either,-7.1316985104669115
either one,-3.044522437723423
one </s>,-2.0476928433652555
want a,-2.991878704238001
a restaurant,-2.321816454921933
restaurant where,-4.837603784209394
where i,-2.0269513590584394
can get,-3.7179968526846636
get some,-2.2655438213136967
some lunch,-4.437934266612178
lunch tomorrow,-3.776585034533042
tomorrow </s>,-0.5452270504833231
find something,-3.3843902633457743
something that's,-3.8607297110405954
that's fairly,-2.833213344056216
cheap </s>,-1.3932148039644645
like something,-6.233756917260952
that's within,-2.833213344056216
within walking,-1.8091512119399242
distance of,-2.0333976031784293
of i__c__s__i,-3.5492067934673313
<s> is,-4.500394294725753
is there,-1.9661128563728327
there anything,-3.9889840465642745
anything cheaper,-3.367295829986474
cheaper than,-1.7047480922384253
than that,-5.290789100127245
a inexpensive,-6.956545443151569
inexpensive place,-3.7612001156935624
dinner </s>,-0.44536258298256376
i think,-4.676416925860781
think i,-0.9007865453381898
eat some,-2.563746711495776
some vegetarian,-4.437934266612178
vegetarian food,-1.1370785694959058
would also,-5.991464547107982
also in,-2.995732273553991
in addition,-5.948034989180646
addition to,0.0
to vegetarian,-7.904334842085095
vegetarian i,-4.663439094112067
also like,-2.995732273553991
to try,-5.01396308418893
try to,-2.9444389791664407
to see,-4.5031374604229395
see if,-3.332204510175204
if i,-1.0169342576538425
can find,-5.017279836814924
find some,-2.9789251552376097
some mexican,-2.828496354178077
some place,-2.956329725687962
fairly close,-1.252762968495368
<s> can,-3.7410652072845063
me some,-3.1194596660818927
some more,-2.6461747973841225
information manuel's,-4.990432586778736
manuel's </s>,-0.4418327522790392
a really,-5.3471075307174685
really nice,-2.908720896564361
nice place,-2.639057329615259
lunch next,-5.973809611869261
next wednesday,-2.4849066497880004
eat either,-5.6240175061873385
either french,-3.044522437723423
french food,-1.1303609869826898
food california,-7.1316985104669115
california food,-1.9095425048844386
or italian,-3.6951100038645723
have a,-2.0095554142156695
a car,-3.4908095403518424
so the,-3.2188758248682006
the distance,-3.1489896974040343
distance is,-2.687324070585093
is not,-3.2188758248682006
not important,-3.5373295559867355
important </s>,-0.10536051565782628
information skates,-5.683579767338681
skates </s>,-0.9808292530117262
you show,-2.7152315605108748
show me,-0.04196419909903219
me the,-1.9057780476289958
the list,-2.0229784345478103
list of,-1.0272875078461794
of restaurants,-2.5773462104383653
restaurants again,-3.2473552961900696
see some,-3.332204510175204
information augusta's,-5.683579767338681
augusta's </s>,0.0
can i,-1.0920116046367576
i see,-4.533316082220108
see the,-0.6466271649250525
the original,-6.32704352775198
original list,-0.40546510810816444
list again,-1.3443834655042537
<s> please,-4.3629233040971505
please tell,-2.353137372156877
about fourth,-6.360438546633731
fourth street,0.0
street grill,-1.7047480922384253
grill </s>,-0.2876820724517809
<s> a-la-carte,-8.361124005766348
a-la-carte addison,-1.0986122886681098
annex amaru,-0.916290731874155
amaru arinell,0.0
arinell pizza,-0.40546510810816444
pizza augusta's,-3.9019726695746444
<s> ay-caramba,-7.955658897658184
ay-caramba berkeley,-2.5257286443082556
berkeley thai,-2.6519607344511664
thai house,-2.982002080742089
house bette's,-2.890371757896165
bette's ocean,-0.4700036292457356
ocean view,-0.6931471805599453
view blondie's,-1.6094379124341003
blondie's pizza,-0.40546510810816444
pizza blue,-3.9019726695746444
blue nile,0.0
nile </s>,-0.49247648509779407
<s> bombay,-9.054271186326293
bombay cuisine,0.0
cuisine brennan's,-4.143134726391533
brennan's brick,-0.40546510810816444
brick hut,0.0
hut cafe,-0.5108256237659907
cafe brit-marie's,-4.324132656254979
brit-marie's cactus,-1.0986122886681098
cactus taqueria,-0.2006706954621511
taqueria </s>,-0.8556661100577202
<s> cafe,-6.415213856711035
cafe fanny,-2.9378382951350885
fanny cafe,-2.0794415416798357
cafe mar-mara,-3.2255203675868693
mar-mara cafe,-1.0986122886681098
cafe pastoral,-2.9378382951350885
pastoral cafe,-1.3862943611198906
cafe vin,-2.0215475632609334
vin cafe,-2.3513752571634776
cafe violeta,-3.6309854756950335
violeta </s>,-0.2876820724517809
<s> caffe,-6.857046608990075
caffe giovanni,-0.45198512374305727
giovanni caffe,-3.5553480614894135
caffe venezia,-1.7047480922384253
venezia cambodiana's,-2.772588722239781
cambodiana's casa-de-eva,-1.9459101490553135
casa-de-eva casbah,-1.0986122886681098
casbah </s>,-1.0986122886681098
<s> cha-am,-9.054271186326293
cha-am chez-panisse,-2.833213344056216
chez-panisse chez-panisse,-3.1780538303479458
chez-panisse cafe,-1.791759469228055
cafe christopher's,-4.324132656254979
christopher's cafe,0.0
cafe claremont,-4.324132656254979
claremont seafood,0.0
seafood </s>,-0.7801585575495751
<s> coffee,-9.054271186326293
coffee renaissance,-2.3978952727983707
renaissance continental,-0.6931471805599453
continental garden,-0.4700036292457356
garden daruma,-1.252762968495368
daruma teashop,0.0
teashop elmwood,0.0
elmwood pharmacy,-0.2006706954621511
pharmacy everett,-1.6094379124341003
barbecue </s>,-0.9808292530117262
<s> fat,-8.361124005766348
fat slice,-1.2237754316221157
slice pizza,-0.587786664902119
pizza fat,-4.59511985013459
fat apple's,-0.5306282510621704
apple's flint's,-1.6094379124341003
barbecue fourth,-2.772588722239781
grill gertie's,-1.3862943611198906
gertie's </s>,-0.6931471805599453
<s> gramma's,-9.054271186326293
gramma's inn,0.0
inn guerrero's,-2.639057329615259
guerrero's homemade,-2.0794415416798357
homemade cafe,0.0
cafe hong-fu,-4.324132656254979
hong-fu hong-kong,-0.916290731874155
hong-kong villa,-0.2719337154836418
villa </s>,-0.4700036292457356
<s> international,-8.361124005766348
international house,-0.10536051565782628
house cafe,-1.3862943611198906
cafe joshu-ya,-5.017279836814924
joshu-ya juan's,-1.5040773967762742
juan's place,-0.40546510810816444
place juice,-4.31748811353631
juice bar,0.0
bar collective,-2.4423470353692043
collective kip's,0.0
kip's </s>,-0.6931471805599453
<s> kirala,-9.054271186326293
kirala mediterranee,-2.1972245773362196
mediterranee la-val's,-1.5040773967762742
la-val's lalime's,-1.6094379124341003
lalime's lococo's,-1.791759469228055
lococo's restaurant,-0.25131442828090605
<s> lilly's,-9.054271186326293
lilly's long,-2.3025850929940455
house maharani,-2.890371757896165
maharani manuel's,-0.916290731874155
manuel's mario's,-1.9459101490553135
mario's la,0.0
la fiesta,-2.639057329615259
fiesta </s>,-0.40546510810816444
<s> meal,-8.361124005766348
meal ticket,-2.436116485618568
ticket metropole,-1.9459101490553135
metropole nadine's,-2.5649493574615367
nadine's omnivore,-0.916290731874155
omnivore oriental,-0.6931471805599453
oriental food,-0.1941560144409575
food to,-4.423648309364701
go </s>,-3.7013019741124937
<s> panini,-9.054271186326293
panini pasand,-1.9459101490553135
pasand madras,-1.252762968495368
madras cuisine,0.0
cuisine pepito's,-3.4499875458315876
pepito's mexican,0.0
mexican deli,-3.7992275112828016
deli petrouchka,-2.2512917986064953
petrouchka picante,-2.0794415416798357
picante taqueria,0.0
<s> plearn,-8.361124005766348
plearn thai,-0.45198512374305727
thai cuisine,-2.4895255956442948
cuisine rich,-3.4499875458315876
rich potsticker,0.0
potsticker ristorante,-0.40546510810816444
ristorante venezia,0.0
venezia sandwiches,-2.772588722239781
sandwiches a-go-go,-1.0986122886681098
a-go-go saul's,-1.6094379124341003
saul's deli,0.0
deli </s>,-0.7472144018302211
<s> shin-shin,-8.361124005766348
shin-shin siam,-1.5040773967762742
siam cuisine,0.0
cuisine skates,-3.4499875458315876
skates soup,-1.3862943611198906
soup kitchen,-0.8754687373538999
kitchen heike,-0.587786664902119
heike spenger's,-1.6094379124341003
spenger's </s>,-0.3364722366212129
<s> stuffed,-9.054271186326293
stuffed inn,0.0
inn sujatha's,-1.9459101490553135
sujatha's sushi-sho,-2.5257286443082556
sushi-sho taiwan,-1.0986122886681098
taiwan restaurant,-0.2876820724517809
restaurant thai,-6.6293632534374485
<s> the,-3.930307206923035
the milvia,-6.32704352775198
milvia the,-0.40546510810816444
the swallow,-6.32704352775198
swallow top,0.0
top dog,0.0
dog tsing-tao,-0.916290731874155
tsing-tao vasiliki,-0.6931471805599453
vasiliki </s>,-0.15415067982725836
<s> vegi,-9.054271186326293
vegi food,-0.7985076962177716
food vietnam,-6.438551329906966
vietnam village,-0.2231435513142097
village viva,-0.6931471805599453
viva taqueria,0.0
taqueria westside,-2.995732273553991
westside bakery,0.0
bakery </s>,0.0
<s> won,-8.361124005766348
won thai,0.0
cuisine yorkshire,-3.4499875458315876
yorkshire fish,0.0
fish and,-0.587786664902119
and chips,-3.7376696182833684
chips zachary's,-1.5040773967762742
zachary's chicago,-1.5040773967762742
chicago </s>,-0.6931471805599453
some chinese,-2.9118779631171283
chinese food,-0.6575200029167942
eat this,-3.950041072615667
this afternoon,-3.367295829986474
afternoon </s>,-0.17185025692665928
spend no,-3.4404180948154366
no more,-0.8698976923044446
than seven,-4.885323992019081
seven dollars,-1.0296194171811581
to travel,-3.371735348931839
travel no,-3.392829131991639
than three,-4.192176811459135
three blocks,-2.03688192726104
blocks </s>,-0.8109302162163288
some italian,-2.6461747973841225
eat monday,-6.7226297948554485
monday afternoon,-3.1354942159291497
than fifty,-3.681351187693145
fifty dollars,-0.2732933349996813
than twenty,-1.749829776089931
twenty blocks,-5.459585514144159
<s> when,-6.656375913527923
when is,-0.3746934494414107
is caffe,-4.499809670330265
venezia open,-3.4657359027997265
open during,-4.3694478524670215
during the,0.0
the day,-4.622295435513554
day </s>,-0.7862376036259573
food today,-4.423648309364701
today and,-3.4657359027997265
and i'd,-4.207673247529104
than forty,-3.681351187693145
forty dollars,-0.6931471805599453
eat mexican,-4.014579593753238
than one,-3.2758860795849802
one hundred,-2.0476928433652555
hundred dollars,-0.6131044728864089
restaurant that,-3.4938690375082992
that is,-2.580216829592325
not fast,-4.518158808998462
fast food,-0.3794896217049037
to </s>,-6.294896929650995
twenty minutes,-1.4706014675798846
<s> where,-4.171469263739923
where is,-1.3113313226464354
is cactus,-6.1092475827643655
taqueria located,-3.6888794541139363
located </s>,-0.40546510810816444
please show,-2.281678408174732
show the,-3.7796338173824005
list </s>,-1.677875073987329
i was,-5.98860331482695
was thinking,-2.3513752571634776
thinking about,-0.6931471805599453
about going,-7.053585727193677
going out,-1.252762968495368
some french,-3.4083148494310196
food tonight,-5.522260598032811
tonight </s>,-0.41773520069997866
about twelve,-5.954973438525567
twelve dollars,-0.18924199963852842
dollars a,-4.07753744390572
a person,-5.1647859739235145
i'll try,-2.5649493574615367
so it,-2.4079456086518722
it shouldn't,-3.9148760744105524
shouldn't matter,-2.4849066497880004
matter </s>,-0.3352072143146262
<s> why,-6.974829644646458
why don't,-0.5108256237659907
don't you,-3.5715427474093944
you make,-4.534390003927045
make that,-1.845826690498331
that up,-5.288267030694535
up to,-0.07898841131863032
to sixteen,-7.904334842085095
sixteen dollars,0.0
have more,-3.7815122561475447
information metropole,-4.990432586778736
metropole </s>,-0.31365755885504165
you tell,-1.995416132868768
about asian,-7.053585727193677
asian food,-0.4818380868927383
food in,-4.423648309364701
<s> dinner,-4.697562359636702
dinner any,-6.159095388491933
any night,-4.39197696552705
night </s>,-0.32790687376228983
<s> i'm,-3.561209742985745
i'm a,-3.7256934272366524
a student,-6.956545443151569
student so,-1.0986122886681098
it had,-5.16763904290592
had best,-1.0986122886681098
best not,-2.917770732084279
not be,-3.8250116284385163
be better,-4.844187086458591
better than,-1.3862943611198906
than more,-5.983936280687191
more best,-6.2324480165505225
be more,-3.9968892260713877
than six,-3.786711703350971
six dollars,-0.719122666963206
far i,-3.9019726695746444
wanna see,-4.919980925828125
see everything,-4.430816798843313
everything here,-1.791759469228055
here </s>,-0.3726752852851735
about oriental,-5.107675578138363
go and,-5.493061443340548
and vietnam,-5.817111159963204
village </s>,-1.3862943611198906
the most,-4.71760561531788
most expensive,-1.3862943611198906
expensive russian,-5.0106352940962555
russian place,-3.7612001156935624
place in,-3.624340932976365
dinner is,-5.0604830998238235
is best,-6.1092475827643655
best </s>,-2.512305623976115
<s> it,-3.9605209855195316
it can,-3.0881975012260847
can be,-2.8970163006148333
be anywhere,-4.333361462692601
anywhere </s>,-1.2347444629926898
<s> brennan's,-9.054271186326293
taqueria cafe,-3.6888794541139363
fanny </s>,-0.13353139262452263
violeta caffe,-1.3862943611198906
giovanni </s>,-0.15415067982725836
casbah cha-am,-1.0986122886681098
cha-am </s>,-0.6359887667199967
<s> chez-panisse,-7.1083610372709805
seafood coffee,-3.1780538303479458
renaissance </s>,-0.6931471805599453
<s> continental,-9.054271186326293
barbecue fat,-3.4657359027997265
pizza </s>,-0.5175824062288705
gertie's gramma's,-1.3862943611198906
inn </s>,-0.2411620568168881
<s> guerrero's,-8.361124005766348
villa international,-2.772588722239781
cafe </s>,-1.066036118233497
<s> joshu-ya,-9.054271186326293
kip's kirala,-1.3862943611198906
kirala </s>,-0.11778303565638351
<s> la,-9.054271186326293
la mediterranee,-2.128231705849268
restaurant lilly's,-6.6293632534374485
lilly's </s>,-0.6931471805599453
<s> long,-9.054271186326293
fiesta meal,-1.0986122886681098
ticket </s>,-0.15415067982725836
<s> metropole,-8.361124005766348
go panini,-6.186208623900494
panini </s>,-0.3364722366212129
<s> pasand,-7.955658897658184
a-go-go </s>,-0.2231435513142097
<s> saul's,-9.054271186326293
deli shin-shin,-2.9444389791664407
heike </s>,-0.2231435513142097
<s> spenger's,-8.361124005766348
spenger's stuffed,-1.9459101490553135
<s> thai,-7.444833273892193
barbecue the,-3.4657359027997265
tsing-tao </s>,-0.6931471805599453
<s> vasiliki,-9.054271186326293
vasiliki vegi,-1.9459101490553135
chicago yorkshire,-0.6931471805599453
chips </s>,-0.587786664902119
dinner on,-2.470215934377997
on sunday,-2.4056024400433085
sunday evening,-3.2771447329921766
evening </s>,-0.21936282847430377
<s> money,-6.857046608990075
money is,-2.128231705849268
is no,-3.544298225302829
no object,-2.8848007128467095
object </s>,-0.10536051565782628
<s> since,-8.361124005766348
since i,-1.0986122886681098
car travel,-3.891820298110627
travel distance,-4.77912349311153
some cuban,-5.354224998486333
cuban food,-1.3862943611198906
not to,-4.518158808998462
twenty five,-2.201488976122677
some russian,-4.101462029990965
russian food,-0.6257058997644128
and not,-3.044522437723423
not spend,-5.616771097666572
this late,-4.7535901911063645
late afternoon,-3.1354942159291497
like not,-6.639222025369117
travel more,-3.392829131991639
than a,-4.038026131631877
a mile,-3.589249613165095
mile away,-3.295836866004329
away from,-1.0715836162801904
from here,-2.6430177308313554
about </s>,-4.974144185513841
me something,-3.7419892794278846
something about,-1.2580400255962119
about petrouchka,-4.856361149857457
petrouchka </s>,-0.13353139262452263
have some,-2.380619095606501
some fish,-5.354224998486333
fish food,-2.890371757896165
food for,-3.548179572010801
for dinner,-1.6474653080233397
and i'm,-3.1780538303479458
i'm not,-3.607910391580269
not really,-5.616771097666572
really sure,-4.007333185232471
sure what,-1.0986122886681098
what type,-4.056988775678332
type of,-0.05826890812397576
of restaurant,-4.801969761962699
restaurant it,-6.6293632534374485
it should,-1.5432981099295555
should be,-0.2480168160593495
be whether,-5.942799375126701
whether or,-1.6094379124341003
or </s>,-4.388257184424518
eat tonight,-4.930870325627393
tonight at,-2.327277705584417
at seven,-4.132496328186477
seven o'clock,-1.9459101490553135
o'clock p__m,-2.3978952727983707
p__m approximately,-2.1972245773362196
approximately </s>,0.0
<s> something,-6.751686093332248
something in,-3.8607297110405954
in the,-1.6853551121393304
the medium,-6.32704352775198
medium range,-1.1786549963416462
range let's,-2.772588722239781
let's say,-2.977713768051313
say about,-1.8827312474337816
about twenty,-4.163213969297512
<s> oh,-5.470752247870184
oh how,-4.110873864173311
far from,-1.6506808709681495
from i__c__s__i,-0.832909122935104
i__c__s__i somewhere,-5.1647859739235145
somewhere either,-3.5263605246161616
either in,-3.044522437723423
in walking,-3.5501397163822754
distance or,-4.5591262474866845
or where,-5.081404364984463
can take,-5.422744944923089
take </s>,-2.9704144655697013
<s> could,-5.083979272774172
could you,-0.8956714446714193
you please,-4.380239324099786
please give,-2.247776856499051
give us,-5.25227342804663
us some,-1.0986122886681098
information gertie's,-5.683579767338681
go for,-1.9815160045095277
lunch to,-5.973809611869261
to some,-6.805722553416985
mexican place,-4.897839799950911
<s> well,-5.835395361458093
well not,-3.4011973816621555
not very,-3.2188758248682006
very much,-1.5540878173509354
much something,-4.48863636973214
the up,-7.020190708311925
to ten,-4.438598939285368
ten dollar,-3.172083663361442
dollar range,-2.3025850929940455
range </s>,-0.9808292530117262
<s> actually,-6.281682464086512
actually i,-0.6931471805599453
car available,-3.891820298110627
available now,-2.3978952727983707
now so,-3.481240089335692
so my,-4.605170185988091
my friend,-2.5257286443082556
friend can,-1.791759469228055
take me,-2.9704144655697013
me to,-5.041272263558145
to anywhere,-7.21118766152515
anywhere within,-3.3141860046725258
within the,-4.060443010546419
the east,-7.020190708311925
east bay,-1.9459101490553135
bay area,-0.2231435513142097
area </s>,-0.23841102344499823
i haven't,-7.241366283322318
haven't yet,-0.6931471805599453
yet tried,-0.6931471805599453
tried cactus,0.0
taqueria so,-3.6888794541139363
so could,-4.605170185988091
some additional,-6.0473721790462776
additional information,-0.04445176257083381
information it,-4.990432586778736
it </s>,-3.152736022363656
<s> thank,-6.751686093332248
thank you,0.0
you for,-5.633002292595154
for this,-4.109382439586641
this information,-4.7535901911063645
information but,-5.683579767338681
but could,-4.189654742026425
me if,-5.734419444118091
if they,-2.751535313041949
they serve,-0.9864949905474035
serve alcohol,-3.295836866004329
alcohol or,-1.0986122886681098
or not,-4.388257184424518
not </s>,-4.230476736546681
could i,-2.0794415416798357
i please,-7.934513463882263
please see,-5.648974238161206
see a,-2.3513752571634776
a list,-3.2188758248682006
of mexican,-4.801969761962699
mexican restaurants,-1.9021075263969205
restaurants that,-2.641219492619754
that i,-2.343828051528095
i asked,-6.548219102762372
asked for,0.0
for before,-6.507277712385012
before </s>,-0.15415067982725836
you possibly,-6.326149473155099
possibly recommend,0.0
recommend any,-2.0794415416798357
any place,-3.362357548345891
place yourself,-5.0106352940962555
yourself </s>,0.0
you very,-4.534390003927045
much and,-4.48863636973214
and goodbye,-5.817111159963204
goodbye </s>,0.0
expensive and,-3.4011973816621555
and is,-5.123963979403259
is on,-6.1092475827643655
on south,-6.255750041753367
south side,-2.833213344056216
side </s>,-0.6931471805599453
<s> for,-5.557763624859813
on the,-2.729389517137206
the weekends,-5.4107527958778245
weekends that,-2.1972245773362196
that doesn't,-3.6788291182604347
doesn't require,-4.976733742420574
require reservations,-0.6931471805599453
reservations </s>,-1.0116009116784799
like some,-3.0696893288877467
some information,-2.6461747973841225
information cha-am,-5.683579767338681
cha-am thai,-2.833213344056216
restaurant for,-3.2971587432622447
for my,-4.897839799950911
my parents,-2.8134107167600364
parents when,-1.0986122886681098
when they,-2.772588722239781
they come,-3.3843902633457743
come into,-1.3862943611198906
into town,-0.916290731874155
town italian,-1.791759469228055
food dressy,-7.1316985104669115
dressy casual,0.0
casual </s>,-0.6931471805599453
<s> would,-7.1083610372709805
be for,-2.898276937403278
on a,-2.161405479531266
a friday,-5.3471075307174685
friday or,-2.2512917986064953
or saturday,-2.5964977151964628
saturday evening,-2.429846872604973
<s> my,-6.857046608990075
parents would,-1.0986122886681098
be willing,-4.55650501400681
